"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-01-17T19:10:41Z"
"Version","20230117191041"
"OfferCode","AmazonChimeBusinessCalling"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","FromCountry","messagetype","NumberType","Region Code","serviceName","ToCountry"
"9F6R9BQ6RY8MDD7F","JRTCKXETXF","9F6R9BQ6RY8MDD7F.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Armenia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AM-US-sms-message-Received","","Armenia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"9N6B6MTEKDA3MRY6","JRTCKXETXF","9N6B6MTEKDA3MRY6.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Mongolia","2021-02-01","0","Inf","minutes","0.1057500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MN-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Mongolia"
"9R7JQ8FESA5FKUXX","JRTCKXETXF","9R7JQ8FESA5FKUXX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Vatican","2021-02-01","0","Inf","minutes","0.1711500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-VA-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Vatican"
"9SHPH4GT2B5KVQJD","JRTCKXETXF","9SHPH4GT2B5KVQJD.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message sent from United States of America to Saint Barthelemy","2021-02-01","0","Inf","sms-message","0.1200000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-BL-sms-message-Sent","","United States of America","Sent",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Saint Barthelemy"
"9TX3BF8SFBWDZR9X","JRTCKXETXF","9TX3BF8SFBWDZR9X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for SR-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-SR-US-sms-message-Received","","Suriname","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"ABY5Z9P732RHECX9","JRTCKXETXF","ABY5Z9P732RHECX9.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Algeria to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-DZ-US-sms-message-Received","","Algeria","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"ASS2PANB5Z22WRBH","JRTCKXETXF","ASS2PANB5Z22WRBH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Iraq","2021-02-01","0","Inf","minutes","0.4228500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-IQ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Iraq"
"AXKMZK4SU4VGWS9J","JRTCKXETXF","AXKMZK4SU4VGWS9J.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Paraguay","2021-02-01","0","Inf","minutes","0.1999500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PY-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Paraguay"
"AXMMGMRVG8WGR7ET","JRTCKXETXF","AXMMGMRVG8WGR7ET.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Chile to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CL-US-sms-message-Received","","Chile","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"AXZZX2NQC3B5YCDX","JRTCKXETXF","AXZZX2NQC3B5YCDX.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Comoros to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-KM-US-sms-message-Received","","Comoros","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"B5HU6RKZAC54STP4","JRTCKXETXF","B5HU6RKZAC54STP4.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Aruba to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AW-US-sms-message-Received","","Aruba","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"B65542RTQN4PSFWE","JRTCKXETXF","B65542RTQN4PSFWE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to El Salvador","2021-02-01","0","Inf","minutes","0.4131000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-SV-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","El Salvador"
"B6AFWBWUYJDG8KUC","JRTCKXETXF","B6AFWBWUYJDG8KUC.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from India to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IN-US-sms-message-Received","","India","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"B6Q9FCZQS4Y44SZD","JRTCKXETXF","B6Q9FCZQS4Y44SZD.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Greece to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GR-US-sms-message-Received","","Greece","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"B7E2QZQM42VBSM33","JRTCKXETXF","B7E2QZQM42VBSM33.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message sent from United States of America to Netherlands Antilles","2021-02-01","0","Inf","sms-message","0.0020000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AN-sms-message-Sent","","United States of America","Sent",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Netherlands Antilles"
"BACRWDZ3GY245NC2","JRTCKXETXF","BACRWDZ3GY245NC2.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from United States of America to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-US-sms-message-Received","","United States of America","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"BKF7JCHXUP2EEFTE","JRTCKXETXF","BKF7JCHXUP2EEFTE.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Hong Kong to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-HK-US-sms-message-Received","","Hong Kong","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"BPMVCPT93YA898ZJ","JRTCKXETXF","BPMVCPT93YA898ZJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Bulgaria","2021-02-01","0","Inf","minutes","0.1392000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-BG-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Bulgaria"
"BW7TM55SE4AXQWET","JRTCKXETXF","BW7TM55SE4AXQWET.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Guatemala to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GT-US-sms-message-Received","","Guatemala","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"BX9X9TND3Q9Q4UK4","JRTCKXETXF","BX9X9TND3Q9Q4UK4.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Australia","2021-02-01","0","Inf","minutes","0.0476800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AU-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Australia"
"C3A4PBAN5TV9THQZ","JRTCKXETXF","C3A4PBAN5TV9THQZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to United Arab Emirates","2021-02-01","0","Inf","minutes","0.3714000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United Arab Emirates"
"CEJ9Y4H93CJ2CT35","JRTCKXETXF","CEJ9Y4H93CJ2CT35.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Uruguay","2021-02-01","0","Inf","minutes","0.3402000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-UY-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Uruguay"
"CHD9K3KP3C6MESS2","JRTCKXETXF","CHD9K3KP3C6MESS2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Turkmenistan","2021-02-01","0","Inf","minutes","0.3069000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-TM-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Turkmenistan"
"CNN6BTEWKH2TZHG2","JRTCKXETXF","CNN6BTEWKH2TZHG2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Kazakhstan","2021-02-01","0","Inf","minutes","0.3724500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-KZ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Kazakhstan"
"CP9ZKA6H5A9Y3AKW","JRTCKXETXF","CP9ZKA6H5A9Y3AKW.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Gambia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GM-US-sms-message-Received","","Gambia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"CPM8HGTU5CX8A7Q4","JRTCKXETXF","CPM8HGTU5CX8A7Q4.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Christmas Island to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CX-US-sms-message-Received","","Christmas Island","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"CUHB45WZ7CHDZ5K9","JRTCKXETXF","CUHB45WZ7CHDZ5K9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to South Korea","2021-02-01","0","Inf","minutes","0.0331500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-KR-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","South Korea"
"CVAKQKUKMRFAC34U","JRTCKXETXF","CVAKQKUKMRFAC34U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to St. Maarten","2021-02-01","0","Inf","minutes","0.2220000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-SX-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","St. Maarten"
"D9KBT5DYBUZEHUG5","JRTCKXETXF","D9KBT5DYBUZEHUG5.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Chad to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-TD-US-sms-message-Received","","Chad","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"DFEWE8A6QMFUMZ3F","JRTCKXETXF","DFEWE8A6QMFUMZ3F.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Guatemala","2021-02-01","0","Inf","minutes","0.3417000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-GT-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Guatemala"
"DFNHW2T7WCVUCN45","JRTCKXETXF","DFNHW2T7WCVUCN45.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Antarctica to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AQ-US-sms-message-Received","","Antarctica","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EAUR4D5VT2STP6JH","JRTCKXETXF","EAUR4D5VT2STP6JH.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from El Salvador to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-SV-US-sms-message-Received","","El Salvador","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EBF25JTZCPPETH3W","JRTCKXETXF","EBF25JTZCPPETH3W.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cocos (Keeling) Islands to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CC-US-sms-message-Received","","Cocos (Keeling) Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EE9ZK2SNFXXRXWYV","JRTCKXETXF","EE9ZK2SNFXXRXWYV.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Ghana to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GH-US-sms-message-Received","","Ghana","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EJG9NQYAWHS7FV8F","JRTCKXETXF","EJG9NQYAWHS7FV8F.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cyprus to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CY-US-sms-message-Received","","Cyprus","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EK9QGFM9JYRVM5K3","JRTCKXETXF","EK9QGFM9JYRVM5K3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Venezuela","2021-02-01","0","Inf","minutes","0.2839500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-VE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Venezuela"
"ESGWBZXJXTGFHJZM","JRTCKXETXF","ESGWBZXJXTGFHJZM.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to United States of America","2021-02-01","0","Inf","minutes","0.0048000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-US-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EU7VAD7B3MB6TUUN","JRTCKXETXF","EU7VAD7B3MB6TUUN.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bermuda to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BM-US-sms-message-Received","","Bermuda","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EUBRG5KFNAP7BM3X","JRTCKXETXF","EUBRG5KFNAP7BM3X.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Cyprus","2021-02-01","0","Inf","minutes","0.2170700000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-CY-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Cyprus"
"EUCUFYMTVA42UH6Q","JRTCKXETXF","EUCUFYMTVA42UH6Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bahrain to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BH-US-sms-message-Received","","Bahrain","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"EUYFTG3JRHDPP8TH","JRTCKXETXF","EUYFTG3JRHDPP8TH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for CW-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CW-US-sms-message-Received","","Curacao","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"FDSVAEUNSKJ5JKAA","JRTCKXETXF","FDSVAEUNSKJ5JKAA.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Angola to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AO-US-sms-message-Received","","Angola","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"FG6SVHE292A9VYZ6","JRTCKXETXF","FG6SVHE292A9VYZ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message sent from United States of America to Saint-Martin (French part)","2021-02-01","0","Inf","sms-message","0.1200000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MF-sms-message-Sent","","United States of America","Sent",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Saint-Martin (French part)"
"FGY6A2CVDHYWYAHR","JRTCKXETXF","FGY6A2CVDHYWYAHR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Pakistan","2021-02-01","0","Inf","minutes","0.1888500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PK-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Pakistan"
"FPC3MFN8MBC5ME6C","JRTCKXETXF","FPC3MFN8MBC5ME6C.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Malaysia","2021-02-01","0","Inf","minutes","0.0898500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MY-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Malaysia"
"FQFR2QFZEHFHTU6U","JRTCKXETXF","FQFR2QFZEHFHTU6U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Lithuania","2021-02-01","0","Inf","minutes","0.1214800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-LT-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Lithuania"
"FRGXBMCRJWPKJFPP","JRTCKXETXF","FRGXBMCRJWPKJFPP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Marshall Islands","2021-02-01","0","Inf","minutes","0.4882500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MH-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Marshall Islands"
"FRUHRU3H723YDYPR","JRTCKXETXF","FRUHRU3H723YDYPR.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Croatia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-HR-US-sms-message-Received","","Croatia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"FVYBZ9VXP987UU36","JRTCKXETXF","FVYBZ9VXP987UU36.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for VA-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-VA-US-sms-message-Received","","Vatican","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"FXPHNH2KCBDNCY33","JRTCKXETXF","FXPHNH2KCBDNCY33.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Colombia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CO-US-sms-message-Received","","Colombia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"G68S5SU8JQ78ESQJ","JRTCKXETXF","G68S5SU8JQ78ESQJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Poland","2021-02-01","0","Inf","minutes","0.1189800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PL-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Poland"
"GBKNK59KDB26VXPU","JRTCKXETXF","GBKNK59KDB26VXPU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Colombia","2021-02-01","0","Inf","minutes","0.0656000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-CO-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Colombia"
"GBXQK4A6CKMHRWFU","JRTCKXETXF","GBXQK4A6CKMHRWFU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Bahamas","2021-02-01","0","Inf","minutes","0.3069000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-BS-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Bahamas"
"GEGYXFQFXJCR5NSA","JRTCKXETXF","GEGYXFQFXJCR5NSA.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Botswana to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BW-US-sms-message-Received","","Botswana","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"GGBX25RTXEXVY3U5","JRTCKXETXF","GGBX25RTXEXVY3U5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Russian Federation","2021-02-01","0","Inf","minutes","0.3724500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-RU-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Russian Federation"
"GSAJFDVMV2JEKX9A","JRTCKXETXF","GSAJFDVMV2JEKX9A.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Ireland to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IE-US-sms-message-Received","","Ireland","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"GSWET7FXJNQ3ED35","JRTCKXETXF","GSWET7FXJNQ3ED35.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Kenya","2021-02-01","0","Inf","minutes","0.5118000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-KE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Kenya"
"GUEVW5CXJTPBKEM2","JRTCKXETXF","GUEVW5CXJTPBKEM2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Sri Lanka","2021-02-01","0","Inf","minutes","0.3726000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-LK-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Sri Lanka"
"H4JDNBQDTFJG3HGQ","JRTCKXETXF","H4JDNBQDTFJG3HGQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Brunei Darussalam to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BN-US-sms-message-Received","","Brunei Darussalam","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
