SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Availability,Storage Class,Volume Type,Fee Code,Fee Description,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,Durability,From Region Code,Overhead,Region Code,serviceName,To Region Code
GQYN2VTWYJQVTWHQ,JRTCKXETXF,GQYN2VTWYJQVTWHQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.05 per 1,000 Lifecycle requests to Glacier Deep Archive in US East (N. Virginia),2025-05-01,0,Inf,Requests,0.0000500000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier3,Lifecycle Transition Requests into Glacier Deep Archive,,,,,,Requests-Tier3,S3-GDATransition,,,,us-east-1,Amazon Simple Storage Service,
GV4UH3C2SAN3EC98,JRTCKXETXF,GV4UH3C2SAN3EC98.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0025 per 1 million objects listed in S3 Inventory,2025-05-01,0,Inf,Objects,0.0000000025,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Inventory-ObjectsListed,Per object fee for objects listed in an Inventory,,,,,,,,Inventory-ObjectsListed,,,,,us-east-1,Amazon Simple Storage Service,
GWU4HUHFNSRYMYNK,JRTCKXETXF,GWU4HUHFNSRYMYNK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access,2025-05-01,0,Inf,Requests,0.0000010000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-SIA-Tier2,GET and all other requests  to Standard-Infrequent Access,,,,,,Requests-SIA-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
GXW5NRFH57BBM8QR,JRTCKXETXF,GXW5NRFH57BBM8QR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB  - Asia Pacific (Jakarta) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Jakarta),AWS Region,US East (N. Virginia),AWS Region,APS4-USE1-S3RTC-Out-Bytes,,,ap-southeast-3,,,Amazon Simple Storage Service,us-east-1
GYFVHK3TN2PTQJ6T,JRTCKXETXF,GYFVHK3TN2PTQJ6T.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per 1,000 DeleteAGLocation requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-DeleteAGLocation,,,,,,Requests-Tier8,DeleteAGLocation,,,,us-east-1,Amazon Simple Storage Service,
H6P4YC4PH4F5XGAH,JRTCKXETXF,H6P4YC4PH4F5XGAH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - Expedited Select Data Scanned Bytes,2025-05-01,0,Inf,GB,0.0200000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Expedited-Select-Returned,Fee for Select Data Returned using Expedited tier,,,,,,,,Exp-Select-Scanned-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
H9BJ56PY8326W7TK,JRTCKXETXF,H9BJ56PY8326W7TK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per request for INT-AA Expedited requests in US East (N. Virginia),2025-05-01,0,Inf,Requests,0.0100000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-AA-TIER6,Expedited INT Restore Requests,,,,,,Requests-INT-Tier6,RestoreObjectExpedited,,,,us-east-1,Amazon Simple Storage Service,
HC2TD3SDSUSVM2ES,JRTCKXETXF,HC2TD3SDSUSVM2ES.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Middle East (Bahrain),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Middle East (Bahrain),AWS Region,MES1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,me-south-1
HEFSVYSVWFZJK4X6,JRTCKXETXF,HEFSVYSVWFZJK4X6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.003 per GB flat fee for all bytes decrypted using Dual-Layer Server-Side Encryption in US East (N. Virginia),2025-05-01,0,Inf,GB,0.0030000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Dual-Decyrption,Bytes Decrypted using Dual-Layer Server-Side Decryption,,,,,,S3DSSE-Out-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
J4YAKRQYQMA9KDRF,JRTCKXETXF,J4YAKRQYQMA9KDRF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to South America (Sao Paulo),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,South America (Sao Paulo),AWS Region,USE1-SAE1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,sa-east-1
J5H5J7F2H2NJEZZN,JRTCKXETXF,J5H5J7F2H2NJEZZN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per GB-Month of storage used in Intelligent-Tiering,Archive Instant Access tier,2025-05-01,0,Inf,GB-Mo,0.0040000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,Intelligent-Tiering Archive Instant Access,,,,,,,,,,TimedStorage-INT-AIA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
J8KKA85F8CASXYCA,JRTCKXETXF,J8KKA85F8CASXYCA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Seoul),AWS Region,US East (N. Virginia),AWS Region,APN2-USE1-S3RTC-Out-Bytes,,,ap-northeast-2,,,Amazon Simple Storage Service,us-east-1
J9TQXCJDCSFMQEXU,JRTCKXETXF,J9TQXCJDCSFMQEXU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00200 per GB - for bytes scanned by S3 Select in Intelligent - Tiering,2025-05-01,0,Inf,GB,0.0020000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-Select-Scanned,Data Scanned by S3 Select in Intelligent-Tiering,,,,,,Select-Scanned-INT-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
JB4DEEFFRY9SWSRM,JRTCKXETXF,JB4DEEFFRY9SWSRM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Africa (Cape Town),AWS Region,US East (N. Virginia),AWS Region,AFS1-USE1-S3RTC-Out-Bytes,,,af-south-1,,,Amazon Simple Storage Service,us-east-1
JD5NVZGNZYJSH8ZX,JRTCKXETXF,JD5NVZGNZYJSH8ZX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per Requests for Requests-INT-AA-Tier3:RestoreObject in US East (N. Virginia),2025-05-01,0,Inf,Requests,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-AA-TIER3,Standard INT Restore Requests,,,,,,USE1-Requests-INT-AA-Tier3,RestoreObject,,,,us-east-1,Amazon Simple Storage Service,
JFWVJBQ8WWPMK2BN,JRTCKXETXF,JFWVJBQ8WWPMK2BN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Mumbai),AWS Region,US East (N. Virginia),AWS Region,APS3-USE1-S3RTC-Out-Bytes,,,ap-south-1,,,Amazon Simple Storage Service,us-east-1
JHW2SV4GQX3XZSCS,JRTCKXETXF,JHW2SV4GQX3XZSCS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Asia Pacific (Melbourne) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Melbourne),AWS Region,US East (N. Virginia),AWS Region,APS6-USE1-S3RTC-Out-Bytes,,,ap-southeast-4,,,Amazon Simple Storage Service,us-east-1
JN35AVNGPE62WRVG,JRTCKXETXF,JN35AVNGPE62WRVG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0004 per 1,000 Requests for AdditionalRequest-INT:RestoreObject in US East (N. Virginia),2025-05-01,0,Inf,Requests,0.0000004000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-AdditionalRequest,Restore Object,,,,,,AdditionalRequest-INT,RestoreObject,,,,us-east-1,Amazon Simple Storage Service,
JNBBU88VFAYBWV9K,JRTCKXETXF,JNBBU88VFAYBWV9K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.008 per GB - Standard Select Data Scanned Bytes,2025-05-01,0,Inf,GB,0.0080000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Standard-Select-Returned,Fee for Select Data Returned using Standard tier,,,,,,,,Std-Select-Scanned-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
JQKEGUKSGJDC778R,JRTCKXETXF,JQKEGUKSGJDC778R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Canada (Central),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Canada (Central),AWS Region,USE1-CAN1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ca-central-1
JS3WNUP3WAZ96Q9X,JRTCKXETXF,JS3WNUP3WAZ96Q9X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 transitions to Standard-Infrequent Access,2025-05-01,0,Inf,Requests,0.0000100000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier4,Lifecycle Transition Requests into Standard-Infrequent Access,,,,,,Requests-Tier4,S3-SIATransition,,,,us-east-1,Amazon Simple Storage Service,
JS698V37SA2BFFYW,JRTCKXETXF,JS698V37SA2BFFYW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per job fee for Batch Operations,2025-05-01,0,Inf,Jobs,0.2500000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-BatchOperations-Jobs,Per job fee for Batch Operations jobs,,,,,,,,BatchOperations-Jobs,,,,,us-east-1,Amazon Simple Storage Service,
JSSK4Z23JXPY3N6R,JRTCKXETXF,JSSK4Z23JXPY3N6R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 UploadPart requests to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,UploadPart to Glacier,,,,,,Requests-GLACIER-Tier1,UploadPart,,,,us-east-1,Amazon Simple Storage Service,
K3TKV3P4QRD5EB3V,JRTCKXETXF,K3TKV3P4QRD5EB3V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (London) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (London),AWS Region,US East (N. Virginia),AWS Region,EUW2-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,eu-west-2,,,Amazon Simple Storage Service,us-east-1
KE3STQMENWA342SJ,JRTCKXETXF,KE3STQMENWA342SJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Tokyo) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Tokyo),AWS Region,US East (N. Virginia),AWS Region,USE1-APN1-MRAP-In-Bytes,MRAP-Dtransfer,,ap-northeast-1,,,Amazon Simple Storage Service,us-east-1
KJTHJV8KK6PVBZKM,JRTCKXETXF,KJTHJV8KK6PVBZKM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB-Month prorated for small objects deleted or overwritten before 30 days in One Zone-Infrequent Access,2025-05-01,0,Inf,GB-Mo,0.0100000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3:EarlyDelete-ZIA-SmallObjects,Pro-rated fee for small objects deleted before 30 days in One Zone-Infrequent Access volume,,,,,,,,EarlyDelete-ZIA-SmObjects,,,,,us-east-1,Amazon Simple Storage Service,
KKD89WV6VDRF3C4J,JRTCKXETXF,KKD89WV6VDRF3C4J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (Frankfurt),AWS Region,US East (N. Virginia),AWS Region,USE1-EUC1-S3RTC-In-Bytes,,,eu-central-1,,,Amazon Simple Storage Service,us-east-1
KMHPJVCG2HMSZMWX,JRTCKXETXF,KMHPJVCG2HMSZMWX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.025 per 1,000 objects per month monitoring fee for objects in S3 Table Buckets in US East (N. Virginia),2025-05-01,0,Inf,Objects,0.0000250000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Tables-MonitoredObjects,Per object per month monitoring fee for objects in S3 Table Buckets,,,,,,,,Tables-MonitoredObjects,,,,,us-east-1,Amazon Simple Storage Service,
KN2HN42HW8KW8MWS,JRTCKXETXF,KN2HN42HW8KW8MWS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.021 per GB-Month of storage used in GlacierStagingStorage,2025-05-01,0,Inf,GB-Mo,0.0210000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Archive,Amazon Glacier Staging,,,,,,,,,,TimedStorage-GlacierStaging,,99.999999999%,,Staging Storage,us-east-1,Amazon Simple Storage Service,
KRY2B57FKTA8GJW7,JRTCKXETXF,KRY2B57FKTA8GJW7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB-Month of storage used in One Zone-Infrequent Access,2025-05-01,0,Inf,GB-Mo,0.0100000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.5%,Infrequent Access,One Zone - Infrequent Access,,,,,,,,,,TimedStorage-ZIA-ByteHrs,,99.999999999%,,,us-east-1,Amazon Simple Storage Service,
KT3H54QMVGEW7FK3,JRTCKXETXF,KT3H54QMVGEW7FK3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - EU (London) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (London),AWS Region,US East (N. Virginia),AWS Region,USE1-EUW2-S3RTC-In-Bytes,,,eu-west-2,,,Amazon Simple Storage Service,us-east-1
KU9B6GPUNV4J8TKK,JRTCKXETXF,KU9B6GPUNV4J8TKK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.021 per GB-Mo for TimedStorage-ByteHrs:INTAAS3ObjectOverhead in US East (N. Virginia),2025-05-01,0,Inf,GB-Mo,0.0210000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,INTAAS3ObjectOverhead,,,,,,,,,,TimedStorage-ByteHrs,INTAAS3ObjectOverhead,N/A,,,us-east-1,Amazon Simple Storage Service,
KW6NRQ8UZM7EX9N3,JRTCKXETXF,KW6NRQ8UZM7EX9N3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per GB-Month of storage used for small objects,2025-05-01,0,Inf,GB-Mo,0.0040000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Storage-GIR-SmObject,Fee for storing small objects (<128KB) in GIR Storage,,,,,,,,TimedStorage-GIR-SmObjects,,,,,us-east-1,Amazon Simple Storage Service,
M2EZ4Q623R8XZ29A,JRTCKXETXF,M2EZ4Q623R8XZ29A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 Glacier Requests,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier3,Lifecycle Transition Requests into Glacier,,,,,,Requests-Tier3,S3-GlacierTransition,,,,us-east-1,Amazon Simple Storage Service,
M2F8ZM35PFKA5K8E,JRTCKXETXF,M2F8ZM35PFKA5K8E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.45 per 1 million updates processed for S3 Metadata,2025-05-01,0,Inf,Updates,0.0000004500,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Metadata-Updates,Per update fee for updates processed in S3 Metadata,,,,,,,,USE1-Metadata-Updates,,,,,us-east-1,Amazon Simple Storage Service,
M3XNRQ3U4Y2BFKPK,JRTCKXETXF,M3XNRQ3U4Y2BFKPK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB - for bytes returned by S3 Select in Standard-Infrequent Access,2025-05-01,0,Inf,GB,0.0100000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-SIA-Select-Returned,Data Returned by S3 Select in Standard-Infrequent Access,,,,,,Select-Returned-SIA-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
M7WA952JTYFHTE64,JRTCKXETXF,M7WA952JTYFHTE64.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0125 per GB-Month of storage used in Intelligent-Tiering,Infrequent Access Tier,2025-05-01,0,Inf,GB-Mo,0.0125000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,Intelligent-Tiering Infrequent Access,,,,,,,,,,TimedStorage-INT-IA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
M9D34X8ZHECCKKRU,JRTCKXETXF,M9D34X8ZHECCKKRU.JRTCKXETXF.6YNURZBX9Y,OnDemand,$0.0240 per GB - first 1 TB / month of storage used - Reduced Redundancy Storage,2025-05-01,0,1024,GB-Mo,0.0240000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Non-Critical Data,Reduced Redundancy,,,,,,,,,,TimedStorage-RRS-ByteHrs,,99.99%,,,us-east-1,Amazon Simple Storage Service,
M9D34X8ZHECCKKRU,JRTCKXETXF,M9D34X8ZHECCKKRU.JRTCKXETXF.QUZRP4P8Y4,OnDemand,$0.0236 per GB - next 49 TB / month of storage used - Reduced Redundancy Storage,2025-05-01,1024,51200,GB-Mo,0.0236000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Non-Critical Data,Reduced Redundancy,,,,,,,,,,TimedStorage-RRS-ByteHrs,,99.99%,,,us-east-1,Amazon Simple Storage Service,
M9D34X8ZHECCKKRU,JRTCKXETXF,M9D34X8ZHECCKKRU.JRTCKXETXF.D42MF2PVJS,OnDemand,$0.0232 per GB - next 450 TB / month of storage used - Reduced Redundancy Storage,2025-05-01,51200,512000,GB-Mo,0.0232000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Non-Critical Data,Reduced Redundancy,,,,,,,,,,TimedStorage-RRS-ByteHrs,,99.99%,,,us-east-1,Amazon Simple Storage Service,
M9D34X8ZHECCKKRU,JRTCKXETXF,M9D34X8ZHECCKKRU.JRTCKXETXF.YJ98HAVVPP,OnDemand,$0.0228 per GB - next 500 TB / month of storage used - Reduced Redundancy Storage,2025-05-01,512000,1024000,GB-Mo,0.0228000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Non-Critical Data,Reduced Redundancy,,,,,,,,,,TimedStorage-RRS-ByteHrs,,99.99%,,,us-east-1,Amazon Simple Storage Service,
M9D34X8ZHECCKKRU,JRTCKXETXF,M9D34X8ZHECCKKRU.JRTCKXETXF.J25EHUHHDK,OnDemand,$0.0224 per GB - next 4000 TB / month of storage used - Reduced Redundancy Storage,2025-05-01,1024000,5120000,GB-Mo,0.0224000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Non-Critical Data,Reduced Redundancy,,,,,,,,,,TimedStorage-RRS-ByteHrs,,99.99%,,,us-east-1,Amazon Simple Storage Service,
M9D34X8ZHECCKKRU,JRTCKXETXF,M9D34X8ZHECCKKRU.JRTCKXETXF.JR3K5QW8G3,OnDemand,$0.0220 per GB - storage used /  month over 5000 TB - Reduced Redundancy Storage,2025-05-01,5120000,Inf,GB-Mo,0.0220000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.99%,Non-Critical Data,Reduced Redundancy,,,,,,,,,,TimedStorage-RRS-ByteHrs,,99.99%,,,us-east-1,Amazon Simple Storage Service,
MCSM8FJDHGJSZXJQ,JRTCKXETXF,MCSM8FJDHGJSZXJQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per 10,000 GET and all other requests from Glacier,2025-05-01,0,Inf,Requests,0.0000004000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier2,GET and all other requests to GLACIER,,,,,,Requests-GLACIER-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
MD83FNQJSUF2GVUA,JRTCKXETXF,MD83FNQJSUF2GVUA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Africa (Cape Town),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Africa (Cape Town),AWS Region,AFS1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,af-south-1
MG2T669N7FS2J45X,JRTCKXETXF,MG2T669N7FS2J45X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Asia Pacific (Hyderabad) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Hyderabad),AWS Region,US East (N. Virginia),AWS Region,APS5-USE1-S3RTC-Out-Bytes,,,ap-south-2,,,Amazon Simple Storage Service,us-east-1
MQXQ6ZHD3XQTCGSW,JRTCKXETXF,MQXQ6ZHD3XQTCGSW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Melbourne) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Melbourne),AWS Region,US East (N. Virginia),AWS Region,USE1-APS6-S3RTC-In-Bytes,,,ap-southeast-4,,,Amazon Simple Storage Service,us-east-1
MS5U2UJYQ6DQYVCS,JRTCKXETXF,MS5U2UJYQ6DQYVCS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0125 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access,2025-05-01,0,Inf,GB-Mo,0.0125000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3:EarlyDelete-SIA-SmallObjects,Pro-rated fee for small objects deleted before 30 days in Standard-Infrequent Access volume,,,,,,,,EarlyDelete-SIA-SmObjects,,,,,us-east-1,Amazon Simple Storage Service,
MYWWGRHDYPGFSAFB,JRTCKXETXF,MYWWGRHDYPGFSAFB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Canada West (Calgary) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Canada West (Calgary),AWS Region,US East (N. Virginia),AWS Region,CAN2-USE1-S3RTC-Out-Bytes,,,ca-west-1,,,Amazon Simple Storage Service,us-east-1
NC46MD6BZJA3YRF2,JRTCKXETXF,NC46MD6BZJA3YRF2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 InitiateMultipartUpload for Replication to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,InitiateMultipartUpload for Replication to Glacier,,,,,,Requests-GLACIER-Tier1,InitiateMultipartUploadForRepl,,,,us-east-1,Amazon Simple Storage Service,
NDP86DGBVACT2GQT,JRTCKXETXF,NDP86DGBVACT2GQT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Tokyo),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Tokyo),AWS Region,USE1-APN1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-northeast-1
NEWK2RS9PZ6RTYY4,JRTCKXETXF,NEWK2RS9PZ6RTYY4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00200 per GB - for bytes scanned by S3 Select in Standard,2025-05-01,0,Inf,GB,0.0020000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Select-Scanned,Data Scanned by S3 Select in Standard,,,,,,Select-Scanned-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
NMJQ7TNW84EMBGZM,JRTCKXETXF,NMJQ7TNW84EMBGZM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per GB-Month of storage used in Glacier Instant Retrieval,2025-05-01,0,Inf,GB-Mo,0.0040000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,99.9%,Archive Instant Retrieval,Glacier Instant Retrieval,,,,,,,,,,TimedStorage-GIR-ByteHrs,,99.999999999%,,,us-east-1,Amazon Simple Storage Service,
NNK9PSYYTJCRPJSG,JRTCKXETXF,NNK9PSYYTJCRPJSG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Malaysia) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Malaysia),AWS Region,US East (N. Virginia),AWS Region,USE1-APS7-S3RTC-In-Bytes,,,ap-southeast-5,,,Amazon Simple Storage Service,us-east-1
NVUU9V89E46CDWYA,JRTCKXETXF,NVUU9V89E46CDWYA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Singapore),AWS Region,US East (N. Virginia),AWS Region,APS1-USE1-S3RTC-Out-Bytes,,,ap-southeast-1,,,Amazon Simple Storage Service,us-east-1
