SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,PricingPlan,Provider,Region Code,serviceName,Sub-service,Type
P5949KMSUYUYB3UX,JRTCKXETXF,P5949KMSUYUYB3UX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.75 per thousand geofence event forecast requested in US East (N. Virginia),2024-12-01,0,Inf,Position,0.0017500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-EventForecast,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Geofencing,Geofence event forecast requested
PNRBZDNWMX8J2Z7X,JRTCKXETXF,PNRBZDNWMX8J2Z7X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.04 per thousand map tiles in US East (N. Virginia),2024-12-01,0,Inf,Map Tile,0.0000400000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Esri-MapTile,,RequestBasedUsage,Esri,us-east-1,Amazon Location Service,Maps,Map tiles retrieved (vector or raster)
Q8DNMB4JQABAK27B,JRTCKXETXF,Q8DNMB4JQABAK27B.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.50 per thousand Isoline calculated (Advanced) in US East (N. Virginia),2024-12-01,0,Inf,Route,0.0015000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Routes-Advanced,CalculateIsolines,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Routing,Isoline calculated (Basic)
QJM5Q65D3GB7BNRK,JRTCKXETXF,QJM5Q65D3GB7BNRK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.50 per device for Mobile Asset Tracking using Esri in US East (N. Virginia),2024-12-01,0,Inf,Devices,1.5000000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-MAT-Esri-Assets,,MobileAssetTracking,Esri,us-east-1,Amazon Location Service,All,Asset per provider per month
QV38V37EXXDJ5B2K,JRTCKXETXF,QV38V37EXXDJ5B2K.JRTCKXETXF.6YS6EN2CT7,OnDemand,ERROR! Please Contact AWS Support Immediately: support.console.aws.amazon.com,2024-12-01,0,Inf,Address,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Grab-Geocode,,RequestBasedUsage,Grab,us-east-1,Amazon Location Service,Places,Addresses geocoded
R2EFYM3AXY25PRHE,JRTCKXETXF,R2EFYM3AXY25PRHE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.50 per thousand Search Text request (Advanced) in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0015000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Places-Advanced,SearchText,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Places,Search Text request (Advanced)
R3A7Q9B2437S2J4W,JRTCKXETXF,R3A7Q9B2437S2J4W.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand routes in US East (N. Virginia),2024-12-01,0,Inf,Route,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Route,,None,None,us-east-1,Amazon Location Service,Routing,Routes calculated
RB5JQRFVNGGBP5PQ,JRTCKXETXF,RB5JQRFVNGGBP5PQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per thousand resource create,read,update,or delete requests in US East (N. Virginia),2024-12-01,0,Inf,API Request,0.0000100000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-ResourceCreateReadUpdateDelete,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Service Resources,Resources created,read,updated,or deleted
RGTU4QTHVVSBU24A,JRTCKXETXF,RGTU4QTHVVSBU24A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.05 per thousand devices deleted in US East (N. Virginia),2024-12-01,0,Inf,Devices,0.0000500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-DeviceDelete,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Devices deleted
RMCU4TUR3YHP3KVT,JRTCKXETXF,RMCU4TUR3YHP3KVT.JRTCKXETXF.X52V2NUPYZ,OnDemand,$0.05 per thousand - first 500K positions written in US East (N. Virginia),2024-12-01,0,500000,Position,0.0000500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-PositionWrite,,None,None,us-east-1,Amazon Location Service,Tracking,Positions written
RMCU4TUR3YHP3KVT,JRTCKXETXF,RMCU4TUR3YHP3KVT.JRTCKXETXF.7QPESV7X43,OnDemand,$0.035 per thousand - next 4.5M positions written in US East (N. Virginia),2024-12-01,500000,5000000,Position,0.0000350000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-PositionWrite,,None,None,us-east-1,Amazon Location Service,Tracking,Positions written
RMCU4TUR3YHP3KVT,JRTCKXETXF,RMCU4TUR3YHP3KVT.JRTCKXETXF.V7AV46D3WC,OnDemand,$0.025 per thousand - next 45M positions written in US East (N. Virginia),2024-12-01,5000000,50000000,Position,0.0000250000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-PositionWrite,,None,None,us-east-1,Amazon Location Service,Tracking,Positions written
RMCU4TUR3YHP3KVT,JRTCKXETXF,RMCU4TUR3YHP3KVT.JRTCKXETXF.ECJTRKSV3C,OnDemand,$0.0125 per thousand - over 50M positions written in US East (N. Virginia),2024-12-01,50000000,Inf,Position,0.0000125000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-PositionWrite,,None,None,us-east-1,Amazon Location Service,Tracking,Positions written
RRWVDWC4FNA662WR,JRTCKXETXF,RRWVDWC4FNA662WR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.00 per thousand Search Nearby request (Stored) in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0040000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Places-Stored,SearchNearby,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Places,Search Nearby request (Stored)
SPB4BNN2USBUGZJ4,JRTCKXETXF,SPB4BNN2USBUGZJ4.JRTCKXETXF.6YS6EN2CT7,OnDemand,ERROR! Please Contact AWS Support Immediately: support.console.aws.amazon.com,2024-12-01,0,Inf,Position,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Grab-ReverseGeocode,,RequestBasedUsage,Grab,us-east-1,Amazon Location Service,Places,Positions reverse-geocoded
SUWZY4ZFD32EQVGR,JRTCKXETXF,SUWZY4ZFD32EQVGR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.00 per thousand positions reverse geocoded (results stored) in US East (N. Virginia),2024-12-01,0,Inf,Position,0.0040000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Esri-StoredReverseGeocode,,RequestBasedUsage,Esri,us-east-1,Amazon Location Service,Places,Positions reverse-geocoded (stored results)
T2Z468W73GZCWXYF,JRTCKXETXF,T2Z468W73GZCWXYF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.05 per thousand geofences created,read,updated,or deleted in US East (N. Virginia),2024-12-01,0,Inf,Geofence,0.0000500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-GeofenceCreateReadUpdateDelete,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Geofencing,Geofences created,deleted or described
T4HB58P6P4T3FSKC,JRTCKXETXF,T4HB58P6P4T3FSKC.JRTCKXETXF.6YS6EN2CT7,OnDemand,ERROR! Please Contact AWS Support Immediately: support.console.aws.amazon.com,2024-12-01,0,Inf,API Request,0.0002000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Grab-Suggest,,RequestBasedUsage,Grab,us-east-1,Amazon Location Service,Places,Addresses Suggested
T97HWZZ727S3HC84,JRTCKXETXF,T97HWZZ727S3HC84.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.75 per thousand geofence event forecast requested in US East (N. Virginia),2024-12-01,0,Inf,Position,0.0017500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-EventForecast,,None,None,us-east-1,Amazon Location Service,Geofencing,Geofence event forecast requested
TDYEZ9FEQQM6TGH7,JRTCKXETXF,TDYEZ9FEQQM6TGH7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand Autocomplete request (Core) in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Places-Core,Autocomplete,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Places,Autocomplete request (Core)
TMECM7GTM3SV68ZB,JRTCKXETXF,TMECM7GTM3SV68ZB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.05 per thousand devices deleted in US East (N. Virginia),2024-12-01,0,Inf,Devices,0.0000500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-DeviceDelete,,None,None,us-east-1,Amazon Location Service,Tracking,Devices deleted
TQCATNJRC2MWMJTX,JRTCKXETXF,TQCATNJRC2MWMJTX.JRTCKXETXF.X52V2NUPYZ,OnDemand,$0.05 per thousand - first 500K positions written in US East (N. Virginia),2024-12-01,0,500000,Position,0.0000500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-PositionWrite,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Positions written
TQCATNJRC2MWMJTX,JRTCKXETXF,TQCATNJRC2MWMJTX.JRTCKXETXF.7QPESV7X43,OnDemand,$0.035 per thousand - next 4.5M positions written in US East (N. Virginia),2024-12-01,500000,5000000,Position,0.0000350000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-PositionWrite,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Positions written
TQCATNJRC2MWMJTX,JRTCKXETXF,TQCATNJRC2MWMJTX.JRTCKXETXF.V7AV46D3WC,OnDemand,$0.025 per thousand - next 45M positions written in US East (N. Virginia),2024-12-01,5000000,50000000,Position,0.0000250000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-PositionWrite,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Positions written
TQCATNJRC2MWMJTX,JRTCKXETXF,TQCATNJRC2MWMJTX.JRTCKXETXF.ECJTRKSV3C,OnDemand,$0.0125 per thousand - over 50M positions written in US East (N. Virginia),2024-12-01,50000000,Inf,Position,0.0000125000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-PositionWrite,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Positions written
TS3FKT8B99EFFWU6,JRTCKXETXF,TS3FKT8B99EFFWU6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per thousand resource create,read,update,or delete requests in US East (N. Virginia),2024-12-01,0,Inf,API Request,0.0000100000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Esri-ResourceCreateReadUpdateDelete,,RequestBasedUsage,Esri,us-east-1,Amazon Location Service,Service Resources,Resources created,read,updated,or deleted
UYVXR3EKCTNBGQZD,JRTCKXETXF,UYVXR3EKCTNBGQZD.JRTCKXETXF.6YS6EN2CT7,OnDemand,ERROR! Please Contact AWS Support Immediately: support.console.aws.amazon.com,2024-12-01,0,Inf,Address,0.0040000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Grab-StoredGeocode,,RequestBasedUsage,Grab,us-east-1,Amazon Location Service,Places,Addresses geocoded (stored results)
V48UUP9TWF727PZP,JRTCKXETXF,V48UUP9TWF727PZP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.00 per thousand Geocode request (Stored) in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0040000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Places-Stored,Geocode,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Places,Geocode request (Stored)
VEQJ5975GUUQM4EW,JRTCKXETXF,VEQJ5975GUUQM4EW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.00 per thousand position integrity evaluated in US East (N.Virginia),2024-12-01,0,Inf,Position,0.0010000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-PositionVerify,,None,None,us-east-1,Amazon Location Service,Tracking,Position integrity evaluated
VNJHYG9AZ99R5RT9,JRTCKXETXF,VNJHYG9AZ99R5RT9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.06 per thousand transactions in US East (N. Virginia),2024-12-01,0,Inf,Transaction,0.0000600000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-MAM-Here-Transaction,,MobileAssetManagement,HERE,us-east-1,Amazon Location Service,All,Additional transactions
VRRDNMYX2HMC75RC,JRTCKXETXF,VRRDNMYX2HMC75RC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.06 per thousand transactions in US East (N. Virginia),2024-12-01,0,Inf,Transaction,0.0000600000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-MAT-Esri-Transaction,,MobileAssetTracking,Esri,us-east-1,Amazon Location Service,All,Additional transactions
VSYF5976A4G75QXZ,JRTCKXETXF,VSYF5976A4G75QXZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand total routes calculated from Calculate Route Matrix (Core) in US East (N. Virginia),2024-12-01,0,Inf,Route,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Routes-Core,CalculateRouteMatrix,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Routing,Total routes calculated (Core)
W5N4HZKS8XCH49HS,JRTCKXETXF,W5N4HZKS8XCH49HS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand Static map request in US East (N. Virginia),2024-12-01,0,Inf,API Request,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Maps-Core,GetStaticMap,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Maps,Static map request
W72SXXKBC453ZRJK,JRTCKXETXF,W72SXXKBC453ZRJK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.20 per thousand geofence-months in US East (N. Virginia),2024-12-01,0,Inf,Geofence-month,0.0002000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-GeofenceMonth,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Geofencing,Geofence-months
WJC63CMSKXJ7FBD2,JRTCKXETXF,WJC63CMSKXJ7FBD2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.20 per thousand addresses suggested in US East (N. Virginia),2024-12-01,0,Inf,API Request,0.0002000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Here-Suggest,,RequestBasedUsage,HERE,us-east-1,Amazon Location Service,Places,Addresses Suggested
WMSXEQ3PVV4VH3HP,JRTCKXETXF,WMSXEQ3PVV4VH3HP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.00 per thousand position integrity evaluated in US East (N.Virginia),2024-12-01,0,Inf,Position,0.0010000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-PositionVerify,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Position integrity evaluated
WQ35R2U47MU8M7CQ,JRTCKXETXF,WQ35R2U47MU8M7CQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per thousand resource create,read,update,or delete requests in US East (N. Virginia),2024-12-01,0,Inf,API Request,0.0000100000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-OpenData-ResourceCreateReadUpdateDelete,,RequestBasedUsage,OpenData,us-east-1,Amazon Location Service,Service Resources,Resources created,read,updated,or deleted
X9F46ZXT7U73YKV5,JRTCKXETXF,X9F46ZXT7U73YKV5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.05 per thousand PositionRead requests in US East (N. Virginia),2024-12-01,0,Inf,API Request,0.0000500000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-PositionRead,,RequestBasedUsage,None,us-east-1,Amazon Location Service,Tracking,Position read requests
Y6PFCWHXU4BCB7M9,JRTCKXETXF,Y6PFCWHXU4BCB7M9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$15.00 per device for Mobile Asset Management using Esri in US East (N. Virginia),2024-12-01,0,Inf,Devices,15.0000000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-MAM-Esri-Assets,,MobileAssetManagement,Esri,us-east-1,Amazon Location Service,All,Asset per provider per month
YGF49ZUJZDPN88RT,JRTCKXETXF,YGF49ZUJZDPN88RT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.00 per thousand positions reverse geocoded (results stored) in US East (N. Virginia),2024-12-01,0,Inf,Position,0.0040000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-StoredReverseGeocode,,None,None,us-east-1,Amazon Location Service,Places,Positions reverse-geocoded (stored results)
YMGPYH2UF3CP6YZU,JRTCKXETXF,YMGPYH2UF3CP6YZU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand routes in US East (N. Virginia),2024-12-01,0,Inf,Route,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Here-Route,,RequestBasedUsage,HERE,us-east-1,Amazon Location Service,Routing,Routes calculated
YUU6NMX7PJBEUTEE,JRTCKXETXF,YUU6NMX7PJBEUTEE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.00 per thousand Optimize Waypoint request (Premium) in US East (N. Virginia),2024-12-01,0,Inf,Route,0.0040000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Routes-Premium,OptimizeWaypoints,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Routing,Optimize Waypoint request (Premium)
Z83SXBYKZE9MFDAM,JRTCKXETXF,Z83SXBYKZE9MFDAM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.50 per thousand Reverse Geocode request (Advanced) in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0015000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Places-Advanced,ReverseGeocode,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Places,Reverse Geocode request (Advanced)
ZEK5MZ5SS5XS9KVC,JRTCKXETXF,ZEK5MZ5SS5XS9KVC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand addresses geocoded in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Esri-Geocode,,RequestBasedUsage,Esri,us-east-1,Amazon Location Service,Places,Addresses geocoded
ZGZSPE697XEZFCYD,JRTCKXETXF,ZGZSPE697XEZFCYD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.50 per thousand Suggest request (Advanced) in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0015000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Default-Places-Advanced,Suggest,RequestBasedUsage,Default,us-east-1,Amazon Location Service,Places,Suggest request (Advanced)
ZW85D22FP6D3RCY6,JRTCKXETXF,ZW85D22FP6D3RCY6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per thousand addresses geocoded in US East (N. Virginia),2024-12-01,0,Inf,Address,0.0005000000,USD,AmazonLocationService,AmazonLocationService,US East (N. Virginia),AWS Region,USE1-Usage-Here-Geocode,,RequestBasedUsage,HERE,us-east-1,Amazon Location Service,Places,Addresses geocoded
