SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,CallType,FromCountry,messagetype,NumberType,Region Code,serviceName,ToCountry
A4BE43Y766MP938M,JRTCKXETXF,A4BE43Y766MP938M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per NumberMonths for SMA-DialIn-IE-did-numberscharge in US East (N. Virginia),2024-08-01,0,Inf,NumberMonths,0.2500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-IE-did-numberscharge,,,Ireland,,DDI,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
A6TCRTPH8UCUW7Q7,JRTCKXETXF,A6TCRTPH8UCUW7Q7.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Bahrain in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2668500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BH-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Bahrain
A9QCHK96Q9UV747C,JRTCKXETXF,A9QCHK96Q9UV747C.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Kazakhstan in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.3724500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-KZ-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Kazakhstan
A9TERSSBSS4SQ5SS,JRTCKXETXF,A9TERSSBSS4SQ5SS.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Turkmenistan in region USE1,2024-08-01,0,Inf,minutes,0.3069000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-TM-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Turkmenistan
ABXBJKZRQ59MFUSX,JRTCKXETXF,ABXBJKZRQ59MFUSX.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Nicaragua in region USE1,2024-08-01,0,Inf,minutes,0.5193000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-NI-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Nicaragua
AE9MTSD7VQRS3JCQ,JRTCKXETXF,AE9MTSD7VQRS3JCQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Sri Lanka in region USE1,2024-08-01,0,Inf,minutes,0.3726000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-LK-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Sri Lanka
AFFPVRV277SNJ5FS,JRTCKXETXF,AFFPVRV277SNJ5FS.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Toll Free Numbers for United States in USE1 region,2024-08-01,0,Inf,NumberMonths,1.0000000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-US-tollfree-numberscharge,,,United States of America,,Toll Free,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
AFTEXM67TK38UA32,JRTCKXETXF,AFTEXM67TK38UA32.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to El Salvador in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.4131000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-SV-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,El Salvador
AG94W9A5CBQ639EW,JRTCKXETXF,AG94W9A5CBQ639EW.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Minutes to Canada in USE1 region,2024-08-01,0,Inf,minutes,0.0022160000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-CA-minutes,,SMA Local,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Canada
AHJ86SZKYJWU9SAD,JRTCKXETXF,AHJ86SZKYJWU9SAD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Viet Nam in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.1237500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-VN-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Viet Nam
AJDSH7YR54THTEM2,JRTCKXETXF,AJDSH7YR54THTEM2.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Saint-Martin (French part) in region USE1,2024-08-01,0,Inf,minutes,0.2091000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-MF-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Saint-Martin (French part)
AJHACE2GRVG8VSV9,JRTCKXETXF,AJHACE2GRVG8VSV9.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Poland in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.1189800000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-PL-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Poland
AJMZ9P4EKBTVW5S4,JRTCKXETXF,AJMZ9P4EKBTVW5S4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.002216 per minutes for SMA-DialIn-PR-minutes in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0022160000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-PR-minutes,,SMA Local,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Puerto Rico
AP5EURU8J9Y4AD43,JRTCKXETXF,AP5EURU8J9Y4AD43.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to India in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0220500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-IN-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,India
AQ78E93FFB8HG9DF,JRTCKXETXF,AQ78E93FFB8HG9DF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Belize in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.4195500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BZ-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Belize
ATXGCNCSR7XQ6DE8,JRTCKXETXF,ATXGCNCSR7XQ6DE8.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Marshall Islands,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-MH-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Marshall Islands
AVBQCU7Q8X6875JE,JRTCKXETXF,AVBQCU7Q8X6875JE.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Switzerland in region USE1,2024-08-01,0,Inf,minutes,0.1926000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-CH-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Switzerland
AVJCFYSW6H2WDKMZ,JRTCKXETXF,AVJCFYSW6H2WDKMZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Iceland in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0508500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-IS-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Iceland
AVWCJVHS47J4FFPW,JRTCKXETXF,AVWCJVHS47J4FFPW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Pakistan in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.1888500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-PK-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Pakistan
AXAD4KRHW8XU8EN8,JRTCKXETXF,AXAD4KRHW8XU8EN8.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Nepal,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-NP-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Nepal
AYDBQRU3YGM25ZF2,JRTCKXETXF,AYDBQRU3YGM25ZF2.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Greece,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-GR-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Greece
AYTK54HU3FMJKMW5,JRTCKXETXF,AYTK54HU3FMJKMW5.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Thailand,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-TH-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Thailand
AZ5P34T9AEUCANT8,JRTCKXETXF,AZ5P34T9AEUCANT8.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to United Arab Emirates,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-AE-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,United Arab Emirates
B3QT6BF7CVHDPND3,JRTCKXETXF,B3QT6BF7CVHDPND3.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Pakistan in region USE1,2024-08-01,0,Inf,minutes,0.1888500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-PK-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Pakistan
B4TW3ZQ5AZPTFH62,JRTCKXETXF,B4TW3ZQ5AZPTFH62.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Martinique in region USE1,2024-08-01,0,Inf,minutes,0.2091000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-MQ-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Martinique
B63CCARGAFQ37FWK,JRTCKXETXF,B63CCARGAFQ37FWK.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Poland in region USE1,2024-08-01,0,Inf,minutes,0.1189800000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-PL-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Poland
B9AHDBFSWYRJEUCD,JRTCKXETXF,B9AHDBFSWYRJEUCD.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Paraguay in region USE1,2024-08-01,0,Inf,minutes,0.1999500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-PY-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Paraguay
BBBANSVRWK8SPJY6,JRTCKXETXF,BBBANSVRWK8SPJY6.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Toll Free Minutes to Germany in USE1 region,2024-08-01,0,Inf,minutes,0.1680000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-DE-tollfree-mins,,SMA Toll-Free,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Germany
BBD476VM2UJDAVWH,JRTCKXETXF,BBD476VM2UJDAVWH.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Minutes to Germany in USE1 region,2024-08-01,0,Inf,minutes,0.0032210000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-DE-minutes,,SMA Local,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Germany
BEMGSHFRM8WP8PBE,JRTCKXETXF,BEMGSHFRM8WP8PBE.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to St. Maarten in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2220000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SX-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,St. Maarten
BFWS982WB626ABB2,JRTCKXETXF,BFWS982WB626ABB2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per sms-message for USE1-US-sms-message-received in US East (N. Virginia),2024-08-01,0,Inf,sms-message,0.0000000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-sms-message-received,,,United States of America,Received,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,United States of America
BJQMQJJ52B4HFC7E,JRTCKXETXF,BJQMQJJ52B4HFC7E.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Trinidad and Tobago in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.4518000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-TT-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Trinidad and Tobago
BQG8G5D3XME3KQQB,JRTCKXETXF,BQG8G5D3XME3KQQB.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Aruba in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.4228500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-AW-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Aruba
BQJQBBKQBKUFMYQ2,JRTCKXETXF,BQJQBBKQBKUFMYQ2.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Slovakia,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-SK-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Slovakia
BVDP6UABXMPFJ5H6,JRTCKXETXF,BVDP6UABXMPFJ5H6.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to United Arab Emirates in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.3714000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-AE-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,United Arab Emirates
BVYEZJSRZ6NJ3UU5,JRTCKXETXF,BVYEZJSRZ6NJ3UU5.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Jamaica,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-JM-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Jamaica
BWRCDJ37Q95R54A3,JRTCKXETXF,BWRCDJ37Q95R54A3.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Malaysia,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-MY-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Malaysia
C7253V3BFRUNCB3R,JRTCKXETXF,C7253V3BFRUNCB3R.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Malaysia in region USE1,2024-08-01,0,Inf,minutes,0.0898500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-MY-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Malaysia
C7FW946KST82EWC9,JRTCKXETXF,C7FW946KST82EWC9.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Virgin Islands in region USE1,2024-08-01,0,Inf,minutes,0.0048000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-VI-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,US Virgin Islands
CBTRSUTTEJK7AQCK,JRTCKXETXF,CBTRSUTTEJK7AQCK.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Uruguay in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.3402000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-UY-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Uruguay
CESWWMBVEFPQKXTK,JRTCKXETXF,CESWWMBVEFPQKXTK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.003221 per minutes for SMA-DialIn-IT-minutes in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0032210000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-IT-minutes,,SMA Local,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Italy
CJDRVP9FSUNZ3VC9,JRTCKXETXF,CJDRVP9FSUNZ3VC9.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Iraq in region USE1,2024-08-01,0,Inf,minutes,0.4228500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-IQ-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Iraq
CJXNBDB3NETHNA7U,JRTCKXETXF,CJXNBDB3NETHNA7U.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Malaysia in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0898500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-MY-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Malaysia
CKA47ATZ4JEH5AZB,JRTCKXETXF,CKA47ATZ4JEH5AZB.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Brazil,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BR-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Brazil
CNMUT3EERZU66CXH,JRTCKXETXF,CNMUT3EERZU66CXH.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Toll Free Numbers for United Kingdom in USE1 region,2024-08-01,0,Inf,NumberMonths,1.9350000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-GB-tollfree-numberscharge,,,United Kingdom,,Toll Free,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
CQ7YEQMFASEZY963,JRTCKXETXF,CQ7YEQMFASEZY963.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Paraguay,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-PY-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Paraguay
CQFADN3VNN6KGNZD,JRTCKXETXF,CQFADN3VNN6KGNZD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Latvia in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.1834000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-LV-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Latvia
CSNV7GKHUAF3J5GA,JRTCKXETXF,CSNV7GKHUAF3J5GA.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Fiji in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.5358000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-FJ-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Fiji
CTP9FPXPZDKJQ87N,JRTCKXETXF,CTP9FPXPZDKJQ87N.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Numbers for Australia in USE1 region,2024-08-01,0,Inf,NumberMonths,2.2500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-AU-did-numberscharge,,,Australia,,DDI,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
CUZSW9WP4ENGEQPD,JRTCKXETXF,CUZSW9WP4ENGEQPD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Puerto Rico in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0060000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-PR-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Puerto Rico
CXWCDEXFY799VP8J,JRTCKXETXF,CXWCDEXFY799VP8J.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to South Korea in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0331500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-KR-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,South Korea
D4HJ64CH2ENSR77X,JRTCKXETXF,D4HJ64CH2ENSR77X.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Sweden,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-SE-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Sweden
D7AAX6USUBRU4PMS,JRTCKXETXF,D7AAX6USUBRU4PMS.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Egypt,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-EG-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Egypt
D7V725FA9CZVRGKZ,JRTCKXETXF,D7V725FA9CZVRGKZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Bolivia in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.4209000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-BO-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Bolivia
DBBKZEP6TPYMBMCQ,JRTCKXETXF,DBBKZEP6TPYMBMCQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Saudi Arabia in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2127000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-SA-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Saudi Arabia
DBECVEPH88CDVCUM,JRTCKXETXF,DBECVEPH88CDVCUM.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Nigeria in region USE1,2024-08-01,0,Inf,minutes,0.2623500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-NG-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Nigeria
DEBP6FJUGMM5KQHB,JRTCKXETXF,DEBP6FJUGMM5KQHB.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Chile,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-CL-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Chile
DG833QQ8ZRGGNUE4,JRTCKXETXF,DG833QQ8ZRGGNUE4.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Guyana,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-GY-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Guyana
