SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Tenancy,Operating System,License Model,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Enhanced Networking Supported,GPU,GPU Memory,Intel AVX2 Available,Intel AVX Available,Intel Turbo Available,Normalization Size Factor,PlatoUsageType,Pre Installed S/W,Processor Features,Region Code,serviceName
75M8VTEXKGFU4U9W,JRTCKXETXF,75M8VTEXKGFU4U9W.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.18xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:c5d.18xlarge,RunInstances:0010,Used-Outpost-c5d.18xlarge-RHEL,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
75ZMG2EZ4SHJGDGJ,JRTCKXETXF,75ZMG2EZ4SHJGDGJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.12xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,2.2080000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,2 x 900 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.12xlarge,RunInstances:0002,Used-Outpost-r5d.12xlarge-Windows,6000 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
76J94F76GVK4BXW2,JRTCKXETXF,76J94F76GVK4BXW2.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.12xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,EBS only,10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5.12xlarge,RunInstances,Used-Outpost-r5.12xlarge-Linux,9500 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
76WTJDRVXQMGBWNH,JRTCKXETXF,76WTJDRVXQMGBWNH.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.large SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0630000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.large,Yes,Memory optimized,2,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:r5.large,RunInstances:000g,Used-Outpost-r5.large-SUSE,Up to 4750 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
77EJUUFSU4X9Z8H2,JRTCKXETXF,77EJUUFSU4X9Z8H2.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.18xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.3120000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,EBS only,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5.18xlarge,RunInstances:0002,Used-Outpost-c5.18xlarge-Windows,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
784ASB4VR2P7KW4F,JRTCKXETXF,784ASB4VR2P7KW4F.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.2520000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.xlarge,Yes,Memory optimized,4,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5.xlarge,RunInstances:0202,Used-Outpost-r5.xlarge-Windows with SQL Web,Up to 4750 Mbps,19,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
78NMQVY9QQHBSDRM,JRTCKXETXF,78NMQVY9QQHBSDRM.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.12xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.0190000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.12xlarge,Yes,Compute optimized,48,Intel Xeon Platinum 8275L,3.4 GHz,96 GiB,2 x 900 NVMe SSD,12 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5d.12xlarge,RunInstances:0202,Used-Outpost-c5d.12xlarge-Windows with SQL Web,7000 Mbps,188,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,us-east-1,AWS Outposts
7BVGNFVSCVBY4YMK,JRTCKXETXF,7BVGNFVSCVBY4YMK.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.metal Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,40.4160000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.metal,Yes,Memory optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,4 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.metal,RunInstances:0102,Used-Outpost-r5d.metal-Windows with SQL Server Enterprise,12000 Mbps,347,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7DC474R8DPTGUDQZ,JRTCKXETXF,7DC474R8DPTGUDQZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.8xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,2.0130000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.8xlarge,Yes,General purpose,32,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,EBS only,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5.8xlarge,RunInstances:0202,Used-Outpost-m5.8xlarge-Windows with SQL Web,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7EJCNQXQXJJBZPHX,JRTCKXETXF,7EJCNQXQXJJBZPHX.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.metal RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,r5.metal,Yes,Memory optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,EBS only,25 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:r5.metal,RunInstances:0010,Used-Outpost-r5.metal-RHEL,19000 Mbps,347,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7FVJWP5BUE282KKY,JRTCKXETXF,7FVJWP5BUE282KKY.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.12xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,20.2080000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,EBS only,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5.12xlarge,RunInstances:0102,Used-Outpost-r5.12xlarge-Windows with SQL Server Enterprise,9500 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7GDFZP9CF5UTKJSK,JRTCKXETXF,7GDFZP9CF5UTKJSK.JRTCKXETXF.6YS6EN2CT7,OnDemand,g4dn.metal Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.6220000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,g4dn.metal,Yes,GPU instance,96,Intel Xeon Family,2.5 GHz,384 GiB,2 x 900 GB NVMe SSD,100 Gigabit,64-bit,Host,Linux,License Included,BoxUsage:g4dn.metal,RunInstances:0200,Used-Outpost-g4dn.metal-Windows_SQL_Web,14000 Mbps,NA,Yes,8,128 GB,Yes,Yes,Yes,14.87452471,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7GUWE6UZP4R9QB37,JRTCKXETXF,7GUWE6UZP4R9QB37.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.16xlarge Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,7.6800000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,4 x 600 NVMe SSD,20 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.16xlarge,RunInstances:0004,Used-Outpost-r5d.16xlarge-Linux with SQL Std,10000 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7KV5CB8S664AZFHD,JRTCKXETXF,7KV5CB8S664AZFHD.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.8xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,13.4720000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.8xlarge,Yes,Memory optimized,32,Intel Xeon Platinum 8175,3.1 GHz,256 GiB,2 x 600 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.8xlarge,RunInstances:0102,Used-Outpost-r5d.8xlarge-Windows with SQL Server Enterprise,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7N7P79ZXU2JSQRTM,JRTCKXETXF,7N7P79ZXU2JSQRTM.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.8xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,2.0130000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.8xlarge,Yes,General purpose,32,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,2 x 600 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.8xlarge,RunInstances:0202,Used-Outpost-m5d.8xlarge-Windows with SQL Web,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7PVUDX3WMBWHDRSY,JRTCKXETXF,7PVUDX3WMBWHDRSY.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.16xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.16xlarge,Yes,General purpose,64,Intel Xeon Platinum 8175,3.1 GHz,256 GiB,EBS only,20 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:m5.16xlarge,RunInstances:0010,Used-Outpost-m5.16xlarge-RHEL,10000 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7RZV3VTS5BKVZYEH,JRTCKXETXF,7RZV3VTS5BKVZYEH.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.metal SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1500000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.metal,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:i3en.metal,RunInstances:000g,Used-Outpost-i3en.metal-SUSE,14000 Mbps,NA,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7WSQHXF5CN94YHU4,JRTCKXETXF,7WSQHXF5CN94YHU4.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.large Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.large,Yes,Compute optimized,2,Intel Xeon Platinum 8124M,3.4 GHz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5d.large,RunInstances:0200,Used-Outpost-c5d.large-Linux with SQL Web,Up to 2250 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7WVD7EFFMXFBVNSH,JRTCKXETXF,7WVD7EFFMXFBVNSH.JRTCKXETXF.6YS6EN2CT7,OnDemand,g4dn.4xlarge SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1500000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,g4dn.4xlarge,Yes,GPU instance,16,Intel Xeon Family,2.5 GHz,64 GiB,225 GB NVMe SSD,Up to 25 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:g4dn.4xlarge,RunInstances:000g,Used-Outpost-g4dn.4xlarge-SUSE,3500 Mbps,NA,Yes,1,16 GB,Yes,Yes,Yes,2.288973384,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7XCGDYXVPM9MW8SM,JRTCKXETXF,7XCGDYXVPM9MW8SM.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.24xlarge Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,11.5200000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.24xlarge,Yes,Compute optimized,96,Intel Xeon Platinum 8275L,3.4 GHz,192 GiB,4 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5d.24xlarge,RunInstances:0004,Used-Outpost-c5d.24xlarge-Linux with SQL Std,14000 Mbps,375,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,us-east-1,AWS Outposts
7XE949S3P6P93UVE,JRTCKXETXF,7XE949S3P6P93UVE.JRTCKXETXF.6YS6EN2CT7,OnDemand,g4dn.4xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.2700000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,g4dn.4xlarge,Yes,GPU instance,16,Intel Xeon Family,2.5 GHz,64 GiB,225 GB NVMe SSD,Up to 25 Gigabit,64-bit,Host,Linux,License Included,BoxUsage:g4dn.4xlarge,RunInstances:0200,Used-Outpost-g4dn.4xlarge-Windows_SQL_Web,3500 Mbps,NA,Yes,1,16 GB,Yes,Yes,Yes,2.288973384,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
7XS6FCC5HWP2JUTM,JRTCKXETXF,7XS6FCC5HWP2JUTM.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.2xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.2xlarge,Yes,Memory optimized,8,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:r5d.2xlarge,RunInstances:0010,Used-Outpost-r5d.2xlarge-RHEL,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
84ANGE92WPYUVM25,JRTCKXETXF,84ANGE92WPYUVM25.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.4xlarge Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.9200000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.4xlarge,Yes,Memory optimized,16,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.4xlarge,RunInstances:0004,Used-Outpost-r5d.4xlarge-Linux with SQL Std,2120 Mbps,70,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
84CHM66HZMWA9JNN,JRTCKXETXF,84CHM66HZMWA9JNN.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.2xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.2xlarge,Yes,General purpose,8,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5.2xlarge,RunInstances:0100,Used-Outpost-m5.2xlarge-Linux with SQL Server Enterprise,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
86U6YTENKDJK8KRN,JRTCKXETXF,86U6YTENKDJK8KRN.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.8xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,5.3120000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.8xlarge,Yes,General purpose,32,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,2 x 600 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.8xlarge,RunInstances:0006,Used-Outpost-m5d.8xlarge-Windows with SQL Std,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
872JDC2P6SA765XC,JRTCKXETXF,872JDC2P6SA765XC.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.12xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,2.2080000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.12xlarge,Yes,General purpose,48,Intel Xeon Platinum 8175,3.1 GHz,192 GiB,2 x 900 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.12xlarge,RunInstances:0002,Used-Outpost-m5d.12xlarge-Windows,6000 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
88BQ358K2JJEZVWG,JRTCKXETXF,88BQ358K2JJEZVWG.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.12xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,2 x 900 NVMe SSD,10 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:r5d.12xlarge,RunInstances:0010,Used-Outpost-r5d.12xlarge-RHEL,6000 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8A32UYEUQ8SR6JT7,JRTCKXETXF,8A32UYEUQ8SR6JT7.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.18xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,4.5290000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,EBS only,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5.18xlarge,RunInstances:0202,Used-Outpost-c5.18xlarge-Windows with SQL Web,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8AX77V9VHQQHZYA2,JRTCKXETXF,8AX77V9VHQQHZYA2.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.4xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.7360000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.4xlarge,Yes,Memory optimized,16,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5.4xlarge,RunInstances:0002,Used-Outpost-r5.4xlarge-Windows,4750 Mbps,70,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8BYCPG6KSNPUYECU,JRTCKXETXF,8BYCPG6KSNPUYECU.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.large RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0600000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.large,Yes,General purpose,2,Intel Xeon Platinum 8175,3.1 GHz,8 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:m5.large,RunInstances:0010,Used-Outpost-m5.large-RHEL,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8F46QFA2GEXY6PBH,JRTCKXETXF,8F46QFA2GEXY6PBH.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.6840000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.xlarge,Yes,General purpose,4,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.xlarge,RunInstances:0102,Used-Outpost-m5d.xlarge-Windows with SQL Server Enterprise,Up to 2120 Mbps,16,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8GNDBEDMF4F8XCYS,JRTCKXETXF,8GNDBEDMF4F8XCYS.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.12xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.12xlarge,Yes,Compute optimized,48,Intel Xeon Platinum 8275L,3.4 GHz,96 GiB,2 x 900 NVMe SSD,12 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5d.12xlarge,RunInstances,Used-Outpost-c5d.12xlarge-Linux,7000 Mbps,188,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,us-east-1,AWS Outposts
8HCHXX4DSEHHMC3M,JRTCKXETXF,8HCHXX4DSEHHMC3M.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.18xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,EBS only,25 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.18xlarge,RunInstances,Used-Outpost-c5.18xlarge-Linux,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8J8AVT7HYUDH6CB3,JRTCKXETXF,8J8AVT7HYUDH6CB3.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.large Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.large,Yes,Compute optimized,2,Intel Xeon Platinum 8124M,3.4 GHz,4 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.large,RunInstances:0200,Used-Outpost-c5.large-Linux with SQL Web,Up to 2250 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
8JH4RZ7H8DRCQUS7,JRTCKXETXF,8JH4RZ7H8DRCQUS7.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.xlarge,Yes,Memory optimized,4,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5.xlarge,RunInstances,Used-Outpost-r5.xlarge-Linux,Up to 4750 Mbps,19,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
